customer_id,Recency,Frequency,Monetary,Cluster,Segment
C01413,90,8,209.63,3,New/Occasional
C01414,249,2,30.33,1,At-Risk
C01415,166,10,432.73,1,At-Risk
C01416,5,27,3401.23,0,Loyal Mid-Tier
C01417,86,9,1625.49,3,New/Occasional
C01418,108,17,1236.71,1,At-Risk
C01419,11,11,830.36,3,New/Occasional
C01420,12,27,1420.86,0,Loyal Mid-Tier
C01421,21,7,1278.44,3,New/Occasional
C01422,69,62,5285.0,0,Loyal Mid-Tier
C01423,0,2,132.19,3,New/Occasional
C01424,19,58,3259.87,0,Loyal Mid-Tier
C01425,3,8,1039.48,3,New/Occasional
C01426,46,4,826.61,3,New/Occasional
C01427,17,42,2752.52,0,Loyal Mid-Tier
C01428,31,2,110.53,3,New/Occasional
C01429,50,15,1011.75,3,New/Occasional
C01430,28,3,207.93,3,New/Occasional
C01431,10,7,832.41,3,New/Occasional
C01432,62,9,338.2,3,New/Occasional
C01433,109,3,691.55,1,At-Risk
C01434,22,21,2633.73,0,Loyal Mid-Tier
C01435,74,10,481.26,3,New/Occasional
C01436,10,9,334.68,3,New/Occasional
C01437,14,11,1358.28,3,New/Occasional
C01438,28,10,965.17,3,New/Occasional
C01439,64,17,1241.14,3,New/Occasional
C01440,3,5,338.58,3,New/Occasional
C01441,23,12,554.26,3,New/Occasional
C01442,72,20,3351.3,0,Loyal Mid-Tier
C01443,170,18,490.4,1,At-Risk
C01444,1,2,166.68,3,New/Occasional
C01445,65,2,382.31,3,New/Occasional
C01446,3,2,95.05,3,New/Occasional
C01447,31,2,115.47,3,New/Occasional
C01448,13,6,661.14,3,New/Occasional
C01449,11,1,110.82,3,New/Occasional
C01450,72,53,2416.41,0,Loyal Mid-Tier
C01451,72,4,152.06,3,New/Occasional
C01452,64,11,2922.53,3,New/Occasional
C01453,0,5,104.63,3,New/Occasional
C01454,125,3,243.64,1,At-Risk
C01455,33,25,782.4,3,New/Occasional
C01456,41,17,2199.17,3,New/Occasional
C01457,23,8,482.14,3,New/Occasional
C01458,56,19,924.72,3,New/Occasional
C01459,38,49,4668.27,0,Loyal Mid-Tier
C01460,154,12,851.28,1,At-Risk
C01461,9,11,584.82,3,New/Occasional
C01462,98,3,212.0,3,New/Occasional
C01463,3,1,57.82,3,New/Occasional
C01464,17,18,1887.33,3,New/Occasional
C01465,201,9,99.51,1,At-Risk
C01466,26,27,481.33,3,New/Occasional
C01467,23,38,1710.36,0,Loyal Mid-Tier
C01468,25,2,51.57,3,New/Occasional
C01469,55,57,3039.65,0,Loyal Mid-Tier
C01470,172,3,138.63,1,At-Risk
C01471,174,9,336.92,1,At-Risk
C01472,91,8,3098.66,3,New/Occasional
C01473,5,9,243.99,3,New/Occasional
C01474,45,15,2288.55,3,New/Occasional
C01475,11,1,16.32,3,New/Occasional
C01476,0,21,1195.65,3,New/Occasional
C01477,1,65,2360.57,0,Loyal Mid-Tier
C01478,47,5,563.02,3,New/Occasional
C01479,24,11,602.64,3,New/Occasional
C01480,127,55,1971.68,0,Loyal Mid-Tier
C01481,140,11,496.89,1,At-Risk
C01482,26,1,105.45,3,New/Occasional
C01483,1,23,1772.9,3,New/Occasional
C01484,185,20,2047.42,1,At-Risk
C01485,18,1,75.21,3,New/Occasional
C01486,42,5,342.28,3,New/Occasional
C01487,37,16,1170.68,3,New/Occasional
C01488,46,12,1009.04,3,New/Occasional
C01489,42,9,201.85,3,New/Occasional
C01490,142,17,1650.33,1,At-Risk
C01491,13,7,942.92,3,New/Occasional
C01492,78,2,105.75,3,New/Occasional
C01493,144,22,959.42,1,At-Risk
C01494,110,1,61.39,1,At-Risk
C01495,41,12,1917.05,3,New/Occasional
C01496,31,5,194.67,3,New/Occasional
C01497,80,14,1641.76,3,New/Occasional
C01498,24,10,450.91,3,New/Occasional
C01499,33,10,528.05,3,New/Occasional
C01500,4,1,16.67,3,New/Occasional
C01501,3,8,834.09,3,New/Occasional
C01502,26,1,78.19,3,New/Occasional
C01503,62,19,340.65,3,New/Occasional
C01504,155,9,2865.6,1,At-Risk
C01505,12,2,99.07,3,New/Occasional
C01506,52,4,367.96,3,New/Occasional
C01507,9,17,3003.44,3,New/Occasional
C01508,177,7,550.48,1,At-Risk
C01509,3,26,2033.72,0,Loyal Mid-Tier
C01510,75,70,3837.66,0,Loyal Mid-Tier
C01511,3,8,412.01,3,New/Occasional
C01512,98,1,69.98,3,New/Occasional
C01513,7,11,742.92,3,New/Occasional
C01514,143,11,428.98,1,At-Risk
C01515,65,14,409.38,3,New/Occasional
C01516,87,17,1005.17,3,New/Occasional
C01517,11,22,4965.04,0,Loyal Mid-Tier
C01518,42,1,36.31,3,New/Occasional
C01519,88,2,38.55,3,New/Occasional
C01520,33,5,124.12,3,New/Occasional
C01521,65,8,572.82,3,New/Occasional
C01522,59,13,2210.05,3,New/Occasional
C01523,92,4,109.43,3,New/Occasional
C01524,72,19,1758.34,3,New/Occasional
C01525,18,33,972.56,0,Loyal Mid-Tier
C01526,0,3,350.73,3,New/Occasional
C01527,57,12,1307.48,3,New/Occasional
C01528,22,16,415.29,3,New/Occasional
C01529,37,10,289.86,3,New/Occasional
C01530,72,27,1161.53,0,Loyal Mid-Tier
C01531,0,1,84.49,3,New/Occasional
C01532,85,7,300.43,3,New/Occasional
C01533,57,6,376.66,3,New/Occasional
C01534,22,24,1340.65,3,New/Occasional
C01535,74,29,1761.1,0,Loyal Mid-Tier
C01536,164,1,157.76,1,At-Risk
C01537,48,19,761.22,3,New/Occasional
C01538,5,38,7371.26,0,Loyal Mid-Tier
C01539,44,1,214.23,3,New/Occasional
C01540,79,2,231.74,3,New/Occasional
C01541,58,17,694.22,3,New/Occasional
C01542,28,2,403.93,3,New/Occasional
C01543,18,2,277.67,3,New/Occasional
C01544,34,19,573.55,3,New/Occasional
C01545,0,17,846.69,3,New/Occasional
C01546,31,21,2678.84,0,Loyal Mid-Tier
C01547,57,2,194.67,3,New/Occasional
C01548,44,3,87.61,3,New/Occasional
C01549,130,11,846.48,1,At-Risk
C01550,58,2,177.64,3,New/Occasional
C01551,85,16,211.11,3,New/Occasional
C01552,52,1,28.73,3,New/Occasional
C01553,89,3,332.96,3,New/Occasional
C01554,28,5,320.0,3,New/Occasional
C01555,92,44,3102.8,0,Loyal Mid-Tier
C01556,101,16,1339.14,1,At-Risk
C01557,344,4,378.88,1,At-Risk
C01558,115,36,2648.88,0,Loyal Mid-Tier
C01559,92,2,71.4,3,New/Occasional
C01560,84,28,1829.45,0,Loyal Mid-Tier
C01561,56,25,1213.86,0,Loyal Mid-Tier
C01562,12,5,314.4,3,New/Occasional
C01563,45,4,267.49,3,New/Occasional
C01564,45,5,436.2,3,New/Occasional
C01565,21,3,90.48,3,New/Occasional
C01566,77,5,428.33,3,New/Occasional
C01567,13,20,361.95,3,New/Occasional
C01568,61,1,97.15,3,New/Occasional
C01569,38,5,388.79,3,New/Occasional
C01570,14,8,802.86,3,New/Occasional
C01571,54,3,462.35,3,New/Occasional
C01572,3,42,1641.23,0,Loyal Mid-Tier
C01573,83,71,10290.54,2,VIP
C01574,3,6,404.59,3,New/Occasional
C01575,390,12,778.27,1,At-Risk
C01576,15,2,57.66,3,New/Occasional
C01577,0,19,1356.96,3,New/Occasional
C01578,29,26,3037.74,0,Loyal Mid-Tier
C01579,91,30,2309.43,0,Loyal Mid-Tier
C01580,17,13,427.56,3,New/Occasional
C01581,1,3,300.94,3,New/Occasional
C01582,40,5,277.43,3,New/Occasional
C01583,15,4,85.0,3,New/Occasional
C01584,10,46,2088.97,0,Loyal Mid-Tier
C01585,25,3,269.13,3,New/Occasional
C01586,105,2,287.71,3,New/Occasional
C01587,4,7,336.24,3,New/Occasional
C01588,10,16,1553.44,3,New/Occasional
C01589,165,26,1550.46,1,At-Risk
C01590,10,15,974.8,3,New/Occasional
C01591,108,19,1212.51,1,At-Risk
C01592,5,25,432.76,3,New/Occasional
C01593,57,29,3405.96,0,Loyal Mid-Tier
C01594,15,7,380.94,3,New/Occasional
C01595,74,19,5098.35,0,Loyal Mid-Tier
C01596,106,3,275.94,1,At-Risk
C01597,5,18,1563.41,3,New/Occasional
C01598,68,8,559.39,3,New/Occasional
C01599,78,18,1294.38,3,New/Occasional
C01600,0,46,3044.99,0,Loyal Mid-Tier
C01601,16,8,748.87,3,New/Occasional
C01602,29,15,3413.21,3,New/Occasional
C01603,29,10,553.98,3,New/Occasional
C01604,30,18,1928.43,3,New/Occasional
C01605,30,10,497.42,3,New/Occasional
C01606,20,9,556.12,3,New/Occasional
C01607,87,38,7814.39,2,VIP
C01608,173,5,234.19,1,At-Risk
C01609,82,25,2536.79,0,Loyal Mid-Tier
C01610,96,18,5528.59,0,Loyal Mid-Tier
C01611,9,3,319.43,3,New/Occasional
C01612,55,2,137.87,3,New/Occasional
C01613,28,7,255.58,3,New/Occasional
C01614,33,20,1785.21,3,New/Occasional
C01615,63,16,1785.89,3,New/Occasional
C01616,35,2,180.65,3,New/Occasional
C01617,231,13,980.75,1,At-Risk
C01618,38,8,672.61,3,New/Occasional
C01619,120,43,5410.98,0,Loyal Mid-Tier
C01620,74,10,283.79,3,New/Occasional
C01621,19,7,198.21,3,New/Occasional
C01622,40,23,1140.17,3,New/Occasional
C01623,373,8,1974.51,1,At-Risk
C01624,112,6,121.0,1,At-Risk
C01625,37,21,5852.62,0,Loyal Mid-Tier
C01626,21,7,733.92,3,New/Occasional
C01627,19,4,270.69,3,New/Occasional
C01628,84,32,692.57,0,Loyal Mid-Tier
C01629,27,4,172.15,3,New/Occasional
C01630,2,3,443.5,3,New/Occasional
C01631,205,26,3206.75,1,At-Risk
C01632,130,38,1192.26,0,Loyal Mid-Tier
C01633,20,1,129.73,3,New/Occasional
C01634,98,2,161.59,3,New/Occasional
C01635,54,61,10890.8,2,VIP
C01636,65,3,181.1,3,New/Occasional
C01637,19,2,381.14,3,New/Occasional
C01638,54,37,1516.64,0,Loyal Mid-Tier
C01639,5,9,1209.19,3,New/Occasional
C01640,14,24,3692.77,0,Loyal Mid-Tier
C01641,20,4,567.86,3,New/Occasional
C01642,65,49,1069.05,0,Loyal Mid-Tier
C01643,283,4,400.4,1,At-Risk
C01644,118,7,489.23,1,At-Risk
C01645,100,15,2414.45,1,At-Risk
C01646,11,28,2862.6,0,Loyal Mid-Tier
C01647,52,31,1047.32,0,Loyal Mid-Tier
C01648,53,16,5158.86,0,Loyal Mid-Tier
C01649,36,20,597.95,3,New/Occasional
C01650,82,15,461.75,3,New/Occasional
C01651,189,3,84.18,1,At-Risk
C01652,24,15,874.61,3,New/Occasional
C01653,12,6,568.37,3,New/Occasional
C01654,19,4,167.55,3,New/Occasional
C01655,42,24,713.73,3,New/Occasional
C01656,52,23,1901.3,0,Loyal Mid-Tier
C01657,61,9,505.98,3,New/Occasional
C01658,119,3,393.32,1,At-Risk
C01659,111,11,485.25,1,At-Risk
C01660,7,38,1610.47,0,Loyal Mid-Tier
C01661,118,19,2358.34,1,At-Risk
C01662,16,24,2676.32,0,Loyal Mid-Tier
C01663,4,1,196.68,3,New/Occasional
C01664,17,9,947.31,3,New/Occasional
C01665,11,5,273.22,3,New/Occasional
C01666,27,4,165.61,3,New/Occasional
C01667,17,2,175.47,3,New/Occasional
C01668,34,1,143.8,3,New/Occasional
C01669,31,9,481.03,3,New/Occasional
C01670,6,19,431.11,3,New/Occasional
C01671,74,10,1888.11,3,New/Occasional
C01672,6,2,221.67,3,New/Occasional
C01673,23,2,206.36,3,New/Occasional
C01674,103,27,940.31,1,At-Risk
C01675,74,23,742.55,3,New/Occasional
C01676,69,24,5045.76,0,Loyal Mid-Tier
C01677,111,26,446.25,1,At-Risk
C01678,15,9,1287.33,3,New/Occasional
C01679,89,7,1006.18,3,New/Occasional
C01680,14,8,545.83,3,New/Occasional
C01681,128,11,1471.46,1,At-Risk
C01682,53,27,7789.42,0,Loyal Mid-Tier
C01683,25,14,1029.29,3,New/Occasional
C01684,8,7,975.34,3,New/Occasional
C01685,120,46,3419.82,0,Loyal Mid-Tier
C01686,104,22,5839.94,0,Loyal Mid-Tier
C01687,27,31,1635.61,0,Loyal Mid-Tier
C01688,31,18,7402.43,0,Loyal Mid-Tier
C01689,153,44,3890.88,0,Loyal Mid-Tier
C01690,7,5,582.38,3,New/Occasional
C01691,41,13,370.55,3,New/Occasional
C01692,108,30,2419.14,0,Loyal Mid-Tier
C01693,17,4,126.03,3,New/Occasional
C01694,34,20,3466.92,0,Loyal Mid-Tier
C01695,22,25,3428.75,0,Loyal Mid-Tier
C01696,84,8,216.55,3,New/Occasional
C01697,4,25,1891.24,0,Loyal Mid-Tier
C01698,0,9,725.33,3,New/Occasional
C01699,128,6,1024.1,1,At-Risk
C01700,67,2,68.1,3,New/Occasional
C01701,12,14,903.68,3,New/Occasional
C01702,55,67,2129.73,0,Loyal Mid-Tier
C01703,10,19,849.38,3,New/Occasional
C01704,2,12,814.81,3,New/Occasional
C01705,4,7,256.79,3,New/Occasional
C01706,15,14,3049.26,3,New/Occasional
C01707,122,18,1102.51,1,At-Risk
C01708,70,5,384.54,3,New/Occasional
C01709,115,9,628.3,1,At-Risk
C01710,9,70,2968.39,0,Loyal Mid-Tier
C01711,126,3,186.83,1,At-Risk
C01712,14,18,12088.56,2,VIP
C01713,25,1,52.81,3,New/Occasional
C01714,60,55,1387.99,0,Loyal Mid-Tier
C01715,16,10,455.82,3,New/Occasional
C01716,40,2,173.68,3,New/Occasional
C01717,13,34,1548.63,0,Loyal Mid-Tier
C01718,46,10,570.3,3,New/Occasional
C01719,12,31,3126.92,0,Loyal Mid-Tier
C01720,2,1,97.9,3,New/Occasional
C01721,25,1,86.86,3,New/Occasional
C01722,137,2,210.65,1,At-Risk
C01723,44,16,1240.73,3,New/Occasional
C01724,151,18,2261.48,1,At-Risk
C01725,169,5,566.83,1,At-Risk
C01726,28,23,2356.61,0,Loyal Mid-Tier
C01727,77,3,287.81,3,New/Occasional
C01728,5,1,138.18,3,New/Occasional
C01729,239,15,1260.75,1,At-Risk
C01730,41,1,38.47,3,New/Occasional
C01731,55,15,2072.63,3,New/Occasional
C01732,4,35,1415.27,0,Loyal Mid-Tier
C01733,1,38,3249.12,0,Loyal Mid-Tier
C01734,15,31,4210.64,0,Loyal Mid-Tier
C01735,72,30,1113.29,0,Loyal Mid-Tier
C01736,28,3,121.4,3,New/Occasional
C01737,33,11,426.53,3,New/Occasional
C01738,15,5,422.59,3,New/Occasional
C01739,14,24,3144.95,0,Loyal Mid-Tier
C01740,1,1,117.48,3,New/Occasional
C01741,81,2,266.24,3,New/Occasional
C01742,78,59,2046.58,0,Loyal Mid-Tier
C01743,18,36,2348.81,0,Loyal Mid-Tier
C01744,35,12,3239.49,3,New/Occasional
C01745,3,37,1572.34,0,Loyal Mid-Tier
C01746,14,26,2972.35,0,Loyal Mid-Tier
C01747,142,27,2838.36,1,At-Risk
C01748,113,1,31.64,1,At-Risk
C01749,24,15,1929.83,3,New/Occasional
C01750,61,31,7163.53,0,Loyal Mid-Tier
C01751,104,35,1944.99,0,Loyal Mid-Tier
C01752,21,7,471.79,3,New/Occasional
C01753,88,19,3001.64,0,Loyal Mid-Tier
C01754,55,6,285.28,3,New/Occasional
C01755,82,23,1406.48,3,New/Occasional
C01756,6,24,2125.31,0,Loyal Mid-Tier
C01757,120,17,793.65,1,At-Risk
C01758,88,6,620.03,3,New/Occasional
C01759,200,57,11266.02,2,VIP
C01760,53,13,218.25,3,New/Occasional
C01761,7,3,220.19,3,New/Occasional
C01762,72,4,399.29,3,New/Occasional
C01763,156,23,564.3,1,At-Risk
C01764,8,25,1810.69,0,Loyal Mid-Tier
C01765,236,17,610.47,1,At-Risk
C01766,53,8,206.1,3,New/Occasional
C01767,26,20,1463.9,3,New/Occasional
C01768,67,18,2355.59,3,New/Occasional
C01769,98,34,5846.39,0,Loyal Mid-Tier
C01770,51,13,1510.13,3,New/Occasional
C01771,25,24,1299.65,3,New/Occasional
C01772,175,25,2334.56,1,At-Risk
C01773,119,2,328.28,1,At-Risk
C01774,136,39,1280.98,0,Loyal Mid-Tier
C01775,40,8,95.18,3,New/Occasional
C01776,47,3,1200.95,3,New/Occasional
C01777,74,31,2569.11,0,Loyal Mid-Tier
C01778,0,28,1929.35,0,Loyal Mid-Tier
C01779,12,26,1739.5,0,Loyal Mid-Tier
C01780,69,1,65.11,3,New/Occasional
C01781,0,11,3121.02,3,New/Occasional
C01782,23,17,613.22,3,New/Occasional
C01783,55,7,481.85,3,New/Occasional
C01784,56,11,865.03,3,New/Occasional
C01785,40,2,485.32,3,New/Occasional
C01786,56,19,4715.51,0,Loyal Mid-Tier
C01787,67,20,913.36,3,New/Occasional
C01788,37,14,434.28,3,New/Occasional
C01789,48,17,746.3,3,New/Occasional
C01790,173,16,1464.84,1,At-Risk
C01791,1,6,1003.24,3,New/Occasional
C01792,47,4,796.18,3,New/Occasional
C01793,71,59,4173.77,0,Loyal Mid-Tier
C01794,19,9,156.43,3,New/Occasional
C01795,0,7,183.3,3,New/Occasional
C01796,25,13,1295.47,3,New/Occasional
C01797,82,17,3950.86,0,Loyal Mid-Tier
C01798,4,6,384.49,3,New/Occasional
C01799,0,4,211.68,3,New/Occasional
C01800,9,17,1455.97,3,New/Occasional
C01801,123,18,2150.03,1,At-Risk
C01802,231,27,1834.36,1,At-Risk
C01803,6,14,848.42,3,New/Occasional
C01804,170,2,500.1,1,At-Risk
C01805,60,10,2105.89,3,New/Occasional
C01806,90,10,1071.59,3,New/Occasional
C01807,80,56,1720.58,0,Loyal Mid-Tier
C01808,144,14,7997.8,1,At-Risk
C01809,72,5,216.04,3,New/Occasional
C01810,31,7,488.28,3,New/Occasional
C01811,37,17,3265.05,3,New/Occasional
C01812,35,16,548.89,3,New/Occasional
C01813,103,25,1190.8,1,At-Risk
C01814,27,1,80.44,3,New/Occasional
C01815,18,14,339.01,3,New/Occasional
C01816,225,68,9999.6,2,VIP
C01817,156,7,754.78,1,At-Risk
C01818,96,11,733.79,3,New/Occasional
C01819,20,14,739.95,3,New/Occasional
C01820,148,28,2432.77,1,At-Risk
C01821,35,8,459.01,3,New/Occasional
C01822,58,44,3803.38,0,Loyal Mid-Tier
C01823,445,30,1951.81,1,At-Risk
C01824,63,18,1398.44,3,New/Occasional
C01825,51,1,39.37,3,New/Occasional
C01826,117,12,530.06,1,At-Risk
C01827,2,9,1206.77,3,New/Occasional
C01828,37,10,2201.82,3,New/Occasional
C01829,7,14,1464.0,3,New/Occasional
C01830,50,16,4070.19,0,Loyal Mid-Tier
C01831,2,19,699.57,3,New/Occasional
C01832,164,2,42.09,1,At-Risk
C01833,29,25,941.0,3,New/Occasional
C01834,36,17,1004.34,3,New/Occasional
C01835,41,10,600.79,3,New/Occasional
C01836,5,39,2354.34,0,Loyal Mid-Tier
C01837,5,11,182.92,3,New/Occasional
C01838,0,12,352.46,3,New/Occasional
C01839,46,6,511.95,3,New/Occasional
C01840,23,1,113.29,3,New/Occasional
C01841,76,37,4401.26,0,Loyal Mid-Tier
C01842,131,5,550.1,1,At-Risk
C01843,69,24,714.47,3,New/Occasional
C01844,15,25,1957.82,0,Loyal Mid-Tier
C01845,31,15,259.67,3,New/Occasional
C01846,114,33,3358.69,0,Loyal Mid-Tier
C01847,50,2,57.49,3,New/Occasional
C01848,5,9,443.07,3,New/Occasional
C01849,2,17,289.95,3,New/Occasional
C01850,3,7,231.97,3,New/Occasional
C01851,27,1,92.13,3,New/Occasional
C01852,3,15,2014.68,3,New/Occasional
C01853,157,8,1067.75,1,At-Risk
C01854,22,21,1476.1,3,New/Occasional
C01855,55,5,270.81,3,New/Occasional
C01856,14,33,4657.79,0,Loyal Mid-Tier
C01857,101,44,2221.79,0,Loyal Mid-Tier
C01858,22,17,4373.48,0,Loyal Mid-Tier
C01859,35,1,113.76,3,New/Occasional
C01860,51,10,149.58,3,New/Occasional
C01861,3,16,1300.65,3,New/Occasional
C01862,3,6,222.9,3,New/Occasional
C01863,22,18,1187.08,3,New/Occasional
C01864,45,11,367.88,3,New/Occasional
C01865,27,27,2999.56,0,Loyal Mid-Tier
C01866,12,22,715.29,3,New/Occasional
C01867,11,26,1394.79,0,Loyal Mid-Tier
C01868,23,36,3778.24,0,Loyal Mid-Tier
C01869,11,27,1274.2,0,Loyal Mid-Tier
C01870,193,14,385.39,1,At-Risk
C01871,7,9,2169.2,3,New/Occasional
C01872,36,15,2290.21,3,New/Occasional
C01873,49,6,650.39,3,New/Occasional
C01874,61,10,272.15,3,New/Occasional
C01875,93,4,168.36,3,New/Occasional
C01876,0,1,27.39,3,New/Occasional
C01877,111,4,213.41,1,At-Risk
C01878,68,15,1715.36,3,New/Occasional
C01879,8,7,635.41,3,New/Occasional
C01880,11,33,5108.67,0,Loyal Mid-Tier
C01881,35,15,1727.65,3,New/Occasional
C01882,14,16,483.99,3,New/Occasional
C01883,14,31,2592.86,0,Loyal Mid-Tier
C01884,109,6,509.95,1,At-Risk
C01885,7,3,74.42,3,New/Occasional
C01886,146,14,1829.06,1,At-Risk
C01887,6,41,2084.71,0,Loyal Mid-Tier
C01888,118,34,4206.77,0,Loyal Mid-Tier
C01889,3,30,1910.74,0,Loyal Mid-Tier
C01890,21,38,1759.6,0,Loyal Mid-Tier
C01891,40,13,380.86,3,New/Occasional
C01892,11,50,2458.3,0,Loyal Mid-Tier
C01893,62,26,5383.02,0,Loyal Mid-Tier
C01894,17,9,254.18,3,New/Occasional
C01895,306,32,577.7,1,At-Risk
C01896,73,16,1210.05,3,New/Occasional
C01897,82,13,955.33,3,New/Occasional
C01898,190,11,463.88,1,At-Risk
C01899,0,8,1398.0,3,New/Occasional
C01900,33,17,2083.0,3,New/Occasional
C01901,32,53,4063.34,0,Loyal Mid-Tier
C01902,64,7,215.75,3,New/Occasional
C01903,52,9,629.74,3,New/Occasional
C01904,8,17,1418.29,3,New/Occasional
C01905,322,77,11528.78,2,VIP
C01906,11,35,3630.91,0,Loyal Mid-Tier
C01907,110,12,1090.45,1,At-Risk
C01908,64,14,1665.25,3,New/Occasional
C01909,49,28,1384.77,0,Loyal Mid-Tier
C01910,110,6,918.28,1,At-Risk
C01911,58,2,302.12,3,New/Occasional
C01912,114,9,324.16,1,At-Risk
C01913,13,29,2833.71,0,Loyal Mid-Tier
C01914,37,29,3019.38,0,Loyal Mid-Tier
C01915,37,3,559.86,3,New/Occasional
C01916,51,30,1073.67,0,Loyal Mid-Tier
C01917,65,21,877.53,3,New/Occasional
C01918,47,14,617.19,3,New/Occasional
C01919,31,12,1787.51,3,New/Occasional
C01920,31,14,737.06,3,New/Occasional
C01921,14,8,631.09,3,New/Occasional
C01922,30,14,702.35,3,New/Occasional
C01923,15,9,327.67,3,New/Occasional
C01924,32,2,506.08,3,New/Occasional
C01925,75,3,153.74,3,New/Occasional
C01926,147,31,1057.49,1,At-Risk
C01927,88,13,1117.04,3,New/Occasional
C01928,135,17,1198.28,1,At-Risk
C01929,2,12,1597.86,3,New/Occasional
C01930,19,15,2210.45,3,New/Occasional
C01931,2,4,102.06,3,New/Occasional
C01932,12,7,1910.43,3,New/Occasional
C01933,36,48,1135.16,0,Loyal Mid-Tier
C01934,26,30,15868.42,2,VIP
C01935,21,17,895.64,3,New/Occasional
C01936,1,11,495.11,3,New/Occasional
C01937,50,12,3156.61,3,New/Occasional
C01938,39,24,2067.55,0,Loyal Mid-Tier
C01939,11,29,1365.1,0,Loyal Mid-Tier
C01940,83,12,474.54,3,New/Occasional
C01941,6,1,32.98,3,New/Occasional
C01942,86,22,2937.34,0,Loyal Mid-Tier
C01943,16,4,982.2,3,New/Occasional
C01944,69,1,74.42,3,New/Occasional
C01945,38,11,411.43,3,New/Occasional
C01946,1,10,472.84,3,New/Occasional
C01947,65,10,1027.28,3,New/Occasional
C01948,83,10,481.79,3,New/Occasional
C01949,9,5,226.87,3,New/Occasional
C01950,17,8,97.6,3,New/Occasional
C01951,121,3,413.18,1,At-Risk
C01952,6,14,1360.66,3,New/Occasional
C01953,24,48,7137.91,0,Loyal Mid-Tier
C01954,57,35,2379.41,0,Loyal Mid-Tier
C01955,49,9,350.73,3,New/Occasional
C01956,31,3,493.2,3,New/Occasional
C01957,15,65,14798.39,2,VIP
C01958,41,4,362.8,3,New/Occasional
C01959,14,8,499.3,3,New/Occasional
C01960,60,4,233.3,3,New/Occasional
C01961,10,19,3958.43,0,Loyal Mid-Tier
C01962,52,6,1088.2,3,New/Occasional
C01963,7,12,898.99,3,New/Occasional
C01964,63,9,436.47,3,New/Occasional
C01965,57,13,1141.69,3,New/Occasional
C01966,51,18,624.7,3,New/Occasional
C01967,78,4,400.79,3,New/Occasional
C01968,32,24,5322.43,0,Loyal Mid-Tier
C01969,2,6,143.13,3,New/Occasional
C01970,11,5,591.7,3,New/Occasional
C01971,13,5,577.3,3,New/Occasional
C01972,96,41,23959.99,2,VIP
C01973,69,7,299.08,3,New/Occasional
C01974,9,16,7440.19,0,Loyal Mid-Tier
C01975,13,13,1793.71,3,New/Occasional
C01976,9,21,3988.67,0,Loyal Mid-Tier
C01977,88,3,74.66,3,New/Occasional
C01978,50,3,89.6,3,New/Occasional
C01979,64,43,1170.51,0,Loyal Mid-Tier
C01980,106,9,677.41,1,At-Risk
C01981,1,9,174.68,3,New/Occasional
C01982,122,27,1843.81,1,At-Risk
C01983,37,4,335.71,3,New/Occasional
C01984,119,9,460.32,1,At-Risk
C01985,21,15,1248.13,3,New/Occasional
C01986,30,16,633.48,3,New/Occasional
C01987,116,4,406.48,1,At-Risk
C01988,131,9,1106.27,1,At-Risk
C01989,2,17,668.88,3,New/Occasional
C01990,255,30,3524.59,1,At-Risk
C01991,12,15,372.63,3,New/Occasional
C01992,36,11,2159.73,3,New/Occasional
C01993,150,4,768.17,1,At-Risk
C01994,8,25,2240.06,0,Loyal Mid-Tier
C01995,39,22,3498.28,0,Loyal Mid-Tier
C01996,71,35,1965.81,0,Loyal Mid-Tier
C01997,104,52,3797.37,0,Loyal Mid-Tier
C01998,9,38,2219.85,0,Loyal Mid-Tier
C01999,12,3,163.0,3,New/Occasional
C02000,42,31,758.41,0,Loyal Mid-Tier
C02001,36,21,1257.28,3,New/Occasional
C02002,12,7,176.17,3,New/Occasional
C02003,106,8,1199.36,1,At-Risk
C02004,1,6,236.11,3,New/Occasional
C02005,101,7,340.95,3,New/Occasional
C02006,6,1,75.19,3,New/Occasional
C02007,47,10,2061.73,3,New/Occasional
C02008,28,8,1139.06,3,New/Occasional
C02009,34,7,1003.09,3,New/Occasional
C02010,89,26,1042.49,0,Loyal Mid-Tier
C02011,154,20,817.41,1,At-Risk
C02012,87,3,126.33,3,New/Occasional
C02013,77,2,72.34,3,New/Occasional
C02014,38,19,5163.86,0,Loyal Mid-Tier
C02015,367,8,2319.95,1,At-Risk
C02016,33,2,77.73,3,New/Occasional
C02017,6,21,897.07,3,New/Occasional
C02018,63,20,1512.12,3,New/Occasional
C02019,32,1,38.05,3,New/Occasional
C02020,56,65,6126.81,0,Loyal Mid-Tier
C02021,105,37,2752.6,0,Loyal Mid-Tier
C02022,11,37,2314.79,0,Loyal Mid-Tier
C02023,3,3,702.07,3,New/Occasional
C02024,111,11,1551.19,1,At-Risk
C02025,94,3,780.9,3,New/Occasional
C02026,71,6,847.0,3,New/Occasional
C02027,148,9,806.75,1,At-Risk
C02028,9,38,3135.18,0,Loyal Mid-Tier
C02029,69,6,398.03,3,New/Occasional
C02030,148,22,2428.23,1,At-Risk
C02031,46,7,78.8,3,New/Occasional
C02032,20,17,364.48,3,New/Occasional
C02033,97,1,42.12,3,New/Occasional
C02034,65,33,3501.34,0,Loyal Mid-Tier
C02035,162,17,3634.08,1,At-Risk
C02036,3,60,2684.15,0,Loyal Mid-Tier
C02037,53,7,1362.01,3,New/Occasional
